text,sentiment,char_counts,word_counts,avg_wordlength,stopwords_counts,hashtag_counts,mentions_counts,digits_counts,uppercase_counts
"Within the next years, approximately 30 % of life sciences companies plan to utilize blockchain, opening new business opportunities, and addressing challenges of the past. Link >> https://bit.ly/2z9LLUs @worldpharma2day @AccentureLifSci via @antgrasso #blockchain
",Neutral,231,33,7.0,8,1,3,9,0
"Automate clinical trials, R&D processes, payments, and product verification throughout the #supplychain. Create decentralized, networks and incentivize record activities on immutable, auditable blockchains with #pharma #blockchain solutions from Aetsoft. 
",Neutral,226,29,7.793103448275862,7,3,0,7,1
"Everybody, talks about #blockchain for the supply chain but can you explain what it is and how it really works? We gave it a try in our latest blog series about the practical applications of blockchain in the #pharma #supplychain.
",Neutral,191,40,4.775,22,3,0,2,0
"#Supplychain for #pharmaceuticals is only one of many possibilities in #pharma #industry. Novartis knows how #blockchain can help its #business https://cnnmoney.ch/shows/blockchain
",Neutral,160,21,7.619047619047619,10,6,0,2,0
"Dubai's #Health Authorities introduce a new #TrackandTrace system to oversee the entire #pharmaceutical #supplychain & detect any issue to improve #drug quality and #patient safety. https://europeanpharmaceuticalreview.com/article/109849/establishing-a-new-pharmaceutical-track-and-trace-system-in-dubai/… #serialization #blockchain #traceability #pharma #pharmasupplychain
",Neutral,343,31,11.064516129032258,6,11,0,3,0
"We are happy to announce our Newest Exhibitor PharmaTrace @ Pharma Supply-Chain & Security World 2020 #conference & expo #PSW #corvusglobal #Anticounterfeiting #blockchain #Pharmablockchain #BrandProtection #serialisation #lifscience #pharma #traceability #tracking #supplychain
",Neutral,248,31,8.0,3,13,1,1,1
"Blockchain to disrupt flows in pharmaceutical supply chains with immutable audit trails, real-time monitoring, and decentralization: study the breakdown in our latest article at http://ow.ly/VMfa50xrrmc #blockchain #pharma #dlt #supplychain #logistics #healthcare
",Neutral,233,31,7.516129032258065,8,6,0,4,0
"Can blockchain tackle the problem of counterfeit medicine? #blockchain #blockchainsolutions #blockchaintech #counterfeit #medicine #who #worldhealthorganization #pharma #supplychain
",Neutral,165,17,9.705882352941176,2,9,0,0,0
"A #Blockchain protocol discovered by a researcher at Portland University could prevent #counterfeit #pharmaceutical sales : https://sciencedaily.com/releases/2019/04/190415154651.htm… @ScienceDaily #pharma #supplychain
",Neutral,199,20,9.95,4,5,1,4,1
"@TechWorldOracle is very proud to support @theEPOCHgroup with their #webinar on #SupplyChain Challenges in #Pharma & #Blockchain opportunities. The broadcast takes place on Wednesday 20th March 2019 at 13:00 GMT. For further information, please visit: htt",Neutral,220,36,6.111111111111111,11,4,2,7,1
"Yesterday @TraceLink announced a #blockchain pharma pilot. Last month the @US_FDA announced a pilot program for the #pharma industry to help to trace #drugs. Everyone in the pharma #SupplyChain needs to comply with the DCSCA legislation by 2023
",Neutral,207,38,5.447368421052632,13,4,2,3,2
"What does #healthcare look like in 2028? Joined #MobileWorldCongress panel to predict the future of #mHealth w/ over 100,000 conf delegates. My #MWC19 bet lies on #blockchain & #AI to transform the #pharma supplychain. What do you think? @ronanwisdom @peterohnemus @rajasharif 
",Neutral,236,41,5.7560975609756095,11,7,3,5,2
"Aslimedicine rewards vigilant public for reporting fake medicines with Asli tokens. Consumers can be benifited by redeeming by the tokens in zoreum exchange. Click here: https://bit.ly/2SeTqVm #Aslimedicine #pharma #drugs #dApp #blockchain #zoreum #Ethereum #supplychain
",Neutral,237,34,6.970588235294118,8,8,0,4,0
"Wird die #Blockchain-Technologie die #Pharmalogistik revolutionieren? Ist es sinnvoll wenn Pharmaunternehmen ihre #Produktionslogistik outsourcen? Diese Fragen stand Mittelpunkt des #Pharma #SupplyChain Trends Symposiums. Lesen Sie die Ergebnisse hier: http://bit.ly/2X5SS88
",Neutral,246,29,8.482758620689655,0,5,0,5,0
"#Blockchain is quickly increasing in interest and has received praise for its far-reaching applications. http://mdxblocks.com #MDxBLOCKS #blockchain #pharma #clinicaltrials #biotech #chemicalindustry #supplychain #medical #financialservices #industrialization #suppliers
",Neutral,245,26,9.423076923076923,6,12,0,2,0
"FDA to run pharma blockchain pilots https://buff.ly/2Bw418T #blockchain #supplychain #pharma
",Neutral,83,10,8.3,1,3,0,3,1
"The system comprehensively documents each step that a pharmaceutical product takes on its way to the store shelf and eventually the consumer. via DHL Research @Accenture #blockchain #usecase #supplychain #pharma #drugs #infographic CC @MikeQuindazzi @dinisguarda @walkermartyn
",Neutral,241,36,6.694444444444445,10,6,4,1,2
"#Blockchain’s capacity to provide clarity/accountability, & to minimize the influence/costs of middlemen, should put it on the agenda of every board. #Digital #Tech #SupplyChain #HealthTech #Pharma #DigitalID #Innovation https://lnkd.in/eEF37wK
",Neutral,216,29,7.448275862068965,11,8,0,5,0
"#Global #Pharma #SupplyChain #Congress | February 12-14 2019 | Frankfurt, Germany | Visit: https://bme.de/pscc #data #environment #BigData #process #Mining #Transformation #EmergingMarkets #Pharmaceuticals #blockchain #pharmaindustry #MedTech #healthcare @BMEeV
",Neutral,235,27,8.703703703703704,0,16,1,5,0
"Great Q&A with #tech expert and co-founder of GlobalBlock, discussing the future of #blockchain technology in the #pharma industry and it’s impact on related #supplychain
",Neutral,146,25,5.84,9,4,0,1,1
"With the use of #blockchain, it will become much easier for the #pharma #supplychain to be able to trace their goods. https://buff.ly/2QtKiAu
",Neutral,120,22,5.454545454545454,12,3,0,4,0
"Why the pharma supply chain needs to be ready for traceability - industry players must consolidate their medicine traceability practices to fight a rise in medicine counterfeiting https://epmmagazine.com/opinion/why-the-pharma-supply-chain-needs-to-be-ready-for-traceabili/#.XBJbrn2PYH4.twitter… #supplychain #blockchain #trackandtrace #anticounterfeit #pharma
",Neutral,328,33,9.93939393939394,9,5,0,4,0
"Also include #Pharma and #supplychain. Securing our US Drug Supply Chain would use #Blockchain @tsystemscom
",Neutral,93,15,6.2,3,3,1,1,1
"Time to speak about #blockchain and how we can leverage blockchain technology for #SupplyChain operations and #management in the #pharma #sector. Thanks to @GIRPBrussels for the invitation! @matt_vn #SettleMint #MINT
",Neutral,187,30,6.233333333333333,13,7,2,1,1
"Blockchain in the Pharmaceutical Value Chain Through | DynaSys Blog http://ow.ly/6LGP30mC9yZ #SupplyChain #Blockchain #Pharma #LifeSciences #SmartContracts
",Neutral,140,16,8.75,2,5,0,4,0
"China #pharma scandal sparks call for #blockchain in drug #SupplyChain : http://bit.ly/2v1Kt8q
",Neutral,83,12,6.916666666666667,3,3,0,4,0
"@SAP leads #Pharma #SupplyChain #blockchain initiative in partnership with #pharma companies. 
",Neutral,83,11,7.545454545454546,2,4,1,1,1
"Blockchain has the potential to bring enormous change to the supply chain industry. Nowhere is this more pronounced than in the pharmaceuticals. http://bit.ly/2u4iPY5 #blockchain #pharma #supplychain
",Neutral,174,26,6.6923076923076925,11,3,0,6,0
"#Pharma Giant #Merck Eyes #Blockchain for Fighting #CounterfeitMeds. http://bit.ly/2IAbPqU #SupplyChain #EnterpriseEthereumAlliance #DistributedStorage
",Neutral,140,12,11.666666666666666,1,7,0,3,0
"#Blockchain could revolutionise the pharma supply chain, solving big issues in logistics, counterfeiting, and patient usage. Follow the link to find out how. https://buff.ly/2IAjVzW #pharma #lifesciences #supplychain
",Neutral,190,27,7.037037037037037,7,4,0,7,0
"Pharmaceuticals giant Merck filed a patent to use blockchain to track drugs as they move through the supply chain. #pharmaceutics #blockchain #supplychain #pharma #drugs #patent  https://lnkd.in/dtpxcv7 https://lnkd.in/d-yY3a8
",Neutral,199,27,7.37037037037037,8,6,0,6,0
"#blockchain has already shook our notion of security with experimenting and abscence of traditional regulation. First implementations in #healthcare and #pharma encompass preserving #healthdata and securing #supplychain.
",Neutral,194,27,7.185185185185185,10,5,0,2,0
"Five use cases for #blockchain in #pharma: the supply chain, drug safety, inventory management, public safety and consumer awareness, clinical trials management. #bigpharma #supplychain #clinicaltrials #logistics #publichealth #healthcare
",Neutral,211,28,7.535714285714286,4,8,0,5,0
"#blockchain has already shook our notion of security with experimenting and abscence of traditional regulation. First implementations in #healthcare and #pharma encompass preserving #healthdata and securing #supplychain. 
",Neutral,194,27,7.185185185185185,10,5,0,2,0
"The ability to counter counterfeit drugs can be managed with the use of #blockchain technology that cannot be corrupted #pharma #supplychain http://bit.ly/2t4OYyQ
",Neutral,141,22,6.409090909090909,9,3,0,3,0
"“While the #pharma industry is awash with #blockchain hype, there are a number of segments where blockchain has potential to play a transformational role, notably in managing the #provenance of pharmaceutical products as they pass thru the #supplychain” http://globaltrademag.com/global-logistics/blockchain-to-shape-next-generation-healthcare-supply-chains",Neutral,319,39,8.179487179487179,18,4,0,3,0
